labels,data
0,وَاللَيثُ يَعلوهُ بِأَنيابِهِ # مُنعَفِراً وَسطَ الدَمِ الناقِعِ
11,فلي وَعْظٌ أشدُّ من الرّواسي # ولي غزَلٌ أرقُّ من الشَّمالِ
4,ما إِن رَأَينا مِن قَبلِهِ مَلِكاً # يَسيرُ في مَوكِبٍ مِنَ القحبِ
13,مخافة الشكوى بلا تأثير # فامنن وقيت طارق
8,بالموت عاش وبا جده قرنا # عش ما اشتهيت ورش ما شئت مخترم
13,على بساط العلم والعباده # والغيب عندي صار كالشهاده
9,في نباتٍ قلنا جماداً فلما # صحفوا ماسَ كالقضيب انْتعاشا
7,فهو مُحْيي كُلَّ حَظٍّ هامِدٍ # وهو قَتَّالُ الأعادي والسَّغَبْ
10,وَلا طَلَعَ النَجمُ الَّذي يُهتَدى بِهِ # وَلا البَرقُ إِلّا هَيَّجا ذِكرَها لِيا
7,أُمَّ عَبّاسٍ وَما لي لَم أَقُل # أُمَّ مِصرَ مِن بَناتٍ وَبَنين
4,ثَلاثَةٌ بَرَّزوا بِسَبقِهُم # نَضَّرَهُم رَبُّهُم إِذا نُشِروا
9,وصلتني النعمى ولم تسرِ عيسي # بفلاةٍ ولم تشدّ نسوعي
7,زَنبَقُ المُدنِ وَرَيحانُ القُرى # قامَ في كُلِّ طَريقٍ وَقَعَد
13,فَدَفَعَ اللَهُ الخُطوبَ عَنهُ # وَنَحنُ لِلسوءِ فِداءٌ مِنهُ
9,فَبِهذا مَن حَار قَد أَرشَدَتْهُ # وَبِهَذا مَن أَرشَدَتْهُ حَارا
9,أترى هل يحجّ فيٌّ وفي ق # لبي جمار وعند حاليَ وقفَه
9,إِن تُراعوا مِنَ المُراعاةِ رَبّاً # لا تُراعوا بِالرَوعِ مِنَ ذاتِ رَمضِ
10,وَأَكتُمُ جُهدي ما أُجِنُّ مِن الهَوى # فَتَنشُرُ ما أُخفي الدُموعُ الهَوامِلُ
9,فَكَأَنّي وَجَدتُ ريحاً مِن الفِر # دَوسِ فاحَت مِن ريح ذاكَ اللُبانِ
13,بل رِدْفُه كالجدِّ تحت خِصْرِه # وخِصْرُه من فوقِه كالهزل
10,أَلا لايَرى الأَعداءُ فيكَ غَضاضَةً # فَلِلدَهرِ بُؤسٌ قَد عَلِمتَ وَلينُ
10,فَلا يُحْمدُ الأَكْرامُ بِالصَّبْرِ فِي الرَّدَى # وَلا يُجْلدُ الضّرْغامُ كالكَلبِ بِالقَدِّ
7,ذاتُ قدٍّ كقضيبٍ ناعمٍ # أثمر البدرَ إذا البدرُ استدارا
11,أذكّر جودك الوعد المبدَّا # وقد أخمدت من سغبي ضرامهْ
0,في الدِّين والدُّنيا لنا برّه # من قبلِ إنشاءٍ وإنشاد
6,وتَجْتَلِي مِنْ بَعِيدٍ # لَهَا ضِيَاءً حيِيا
6,قِيَامَ بَحْرٍ تَلاقَى # حَبَابُهُ وَالغَمَائِمْ
1,فاسلَمْ فذكرُك عارضٌ متعرِّضٌ # ينهلُّ في غورِ المديحِ ونجدِه
7,حَلَقَ النِّصْفَ بِذَنْبٍ حاضِرٍ # وَعَفا بالنصفِ عَمَّا سَلَفَا
0,ظَنَّ اِرتِقاءً بِكُم جاهِلٌ # وَكُلُّكُم في صَبَبٍ تَهبِطون
9,ذا وُشومٍ كَأَنَّ جِلدَ شَواهُ # في دَيابيجَ أَو كُسينَ نُمورا
10,فَلمّا تَفَهَّمتُ الكِتابَ رَدَدتُهُ # إِلَيها وَلَم أَبعَث بِرَدٍ لَهُ سَطرا
10,مَعالٍ لَهُم لَو أَنصَفوا في جَمالِها # وَحَظٌّ لِنَفسي اليَومَ وَهوَ لَهُم غَدا
3,فَدَعِ العُذّالَ بسيرتِهِمْ # والرّوحُ لِحبكَ تنْصَرِفُ
4,آذَى ولكنْ أَفادَ تَجرِبَةً # فما ذَكَا مِقْوَلِي ولاَ خَمدا
10,أَضاعَت فَلَم تُغفَر لَها خَلَواتُها # فَلاقَت بَياناً عِندَ آخِرِ مَعهَدِ
8,والشهرُ والعامُ حتى ليسَ يَنْخرِم # سعادةُ الدهرِ أنْ يأتي ببُغْيَتِه
2,وَحَثّوا النَدامى بِمَشمولَةٍ # إِذا شارِبٌ عَبَّ فيها قَطَب
1,فلذا ترى شُكْرَ الغَنِيِّ مُؤَبَّداً # في راحَتَيْكَ بدعوةِ المسكينِ
11,فَإِن يَكُ في المُقامِ هُناكَ دينٌ # فَإِنَّ الهَمَّ يَقبَلُ فيهِ عُذري
8,لا يُمسكان نوالٌ هاطلٌ ودَمُ # إذا شهدت الوغى رَوْعاءَ هائلةً
10,أَلا إِنَّ أَدوائي بِلَيلى قَديمَةٌ # وَأَقتَلُ داءِ العاشِقينَ قَديمُها
1,وخذا أماناً من سيوف لحاظه # ان سالمت يوما والا فالنجا
13,قَدَّرَهُم بِجودِهِم أَودِيَةً # قالَ مِنها كُلُّ وادٍ بِقَدَر
6,أَما تَرَينَ بَلائي # عَلَيَّ مِنهُ دَليلُ
11,رنيدة وقتها سمنت بلطف # فما أشهى رنيدا أو سمينا
1,بالمال يفعل يوم معترك الندا # ما تفعل الاعداء بالاعداء
7,أزف البين وهل كان النَّوى # يا حبيبي غير أن أغلق باب
0,يا ملكاً تقصرُ عن وصفه # بدائعُ الشعر والكاتب
1,وسعَى به الواشِي إليك فكادَ أَنْ # يَثْنِيك بالبُهْتانِ أَو يَثْنِيني
8,لَولا اِحتِقارُهُمُ الدُنيا لَخِلتَهُمُ # مِن بِشرِهِم وُهِبوا المالَ الَّذي وَهَبوا
2,يلوح لها شبحٌ للعذاب # ويبدو لها الأبد المقترب
2,وصاحب أسراره كاتم # وأنعمه في الورى تجهر
1,من لي به حلو المعاطف لم يزل # بدم القلوب الخد منه مضرجا
2,لَعَمْرُك لو نظرتْ مُقْلتاك # فُتورَ العيون من البُرْقُع
0,لِلناسِ في الشَهرِ هِلالٌ وَلي # في وَجهِها كُلَّ صَباحٍ هِلال
1,في فتية شم الأنوف بني لها # في كل كور بالأيانق مجلس
0,سارَ قاضي القضاة للشامِ غيثاً # فله الله سارياً وسريَّا
5,كلما أُوتِيتُ منها نَصيباً # قُلْتُ إني قدْ مَلَكْتُ النِّصابا
13,وَحُقِّروا لَمّا عَتَوا وَأَشرَكوا # فَفُرِّقوا بِغارَةٍ وَءُهلِكوا
1,مُتَيَقِّظاً تَندى حَواشي لَفظِهِ # سَلَساً وَيَلفَحُ فَهمُهُ إِحراقا
2,وَتُغشي الخُيولَ حِياضَ النَجيعِ # وَتُعطي الجَزيلَ وَتُردي العِشارا
0,كَهْلٌ تَصابَى وَيْحَ أَشجانِه # حَتَّامَ لا دُنْيا ولا باقِيَةْ؟
8,بل أكرم الكرما الباقين والأول # إن كنت مت فأحياك الجميل لنا
1,يا بنَ الكرامِ نداءُ مسرورٍ بما # أوتيتَ من متمنّعِ العَلْياءِ
4,يا سائلي بالضعيف خُذْ خبراً # قوّاهُ أنّي بأمرِه خابِرْ
13,فَقالَ يا مَن صانَ لي مَحَلّي # في حالَتَي وِلايَتي وَعَزلي
7,مِن يَبت سَهران في كسب العُلا # حَرم الغَمض عَلَيهِ وَالمَنام
7,تسمع الشعر وشعري منك لك # وبالهامك أبدعتُ الرويّ
13,وَشيعَةُ الحَقِّ اِرتَضوا بِسُنَّتي # وَاِتَّخذوني في الغَرامِ مَشهَدا
9,إِذ ثُرَيّا النُجومِ تُسمى بِثَروى # وَسُهَيلُ السَماءِ يُدعى بِسَهلِ
0,وَشادِنا تَيَّمني شَخصُهُ # وَوَكَّلَ الأَجفانَ بِالسَهرِ
0,ذو الفضل من ذات ومن نسبة # والمجد لا يحصى بتعداد
0,يا قَومِ لَو كُنتُ أَميراً لَكُم # ذَمَمتُم في الغَيبِ ذاكَ الأَمير
11,كما طالبت جودك يا ابن يحيى # وكم أجدى وكم أسدى إلينا
0,يا رَاقِداً لَمْ يَدْرِ عُمْرَ الدُّجَى # دَرَى وحَاشَاكَ بِهِ السَّاهِرُ
2,وما من طموحي وأَحلام روحي # بكفي إلا رماد الرماد
8,كَتَمتُ ما بِيَ في وَجهي دَلائِلُهُ # وَالهَمُّ نارٌ فَقُل لي كَيفَ يَنكَتِمُ
7,إِنَّهُ التِرياقُ لِلقَلبِ الجَريح # وَتَحَقَّق بِالفَنا الصَرفِ الصَريح
4,وَمَن بِحُسنِ الوَفاءِ نَذكُرُهُ # عَلى التَنائي وَإِن تَناسانا
1,وترنْحت فيها الغصونُ صبابةً # وافترّ عن شَنَبِ القِطار إِقاحُها
1,أضحت على شط الخليج ذخائري # مزقاً بأيدي النهب والنيران
0,هذا وسَعْدُ الذَّابِحُ المُقتفِي # لأمرهِ فى البُنْدُقِ الصَّائِبِ
13,عَلَيكَ لَعنُ الخالِقِ المُهَيمِنِ # إِلّا بَنو عَمِّ النَبِيِّ المُؤمِنِ
9,وسلام على الفضائل في لح # دك والفضل والندى والمعالي
0,يا ربّ رحماك فمنك الشفا # من كلِّ ما يخفى وما يعلم
8,ما كنتُ أَعْهَد في أيامىَ الأُوَلِ # لم أُدْنِه لفمي إلا وأَوْهَمه
10,فَلَم أَرَ مِثلَ الحُبِّ أَبلى لِأَهلِهِ # وَلا مِثلَ أَهلِ العِشقِ أَشقى وَأَصبَرا
0,أَشَلَّ أَو أَعرَجَ دَهرٌ عَدا # فَوارِساً عَن شَكِّ أَعراجِ
0,فَنَسأَلُ العالِمَ إِنقاذَنا # مِن عالَمِ السوءِ الَّذي نَحُن فيه
0,وَأَشكُرُ المُغضي عَلى حُبِّهِ # لا أَشكُرُ المُغضي عَلى البُغضِ
10,لَهُ بِسُلَيمٍ وَقعَةٌ جاهِلِيَّةٌ # تُقِرُّ بِها فَيدٌ وَتَشهَدُ حاجِرُ
2,فَلا تَأسَفَنَّ عَلى مَطلَبٍ # يَفوتُ إِذا بابُهُ أُغلِقا
13,وَفَاتِكٍ بِجُرْحِ سَيْفِ لَحْظهِ # مُجَرَّداً مِن جَفْنهِ ومُغْمَدا
0,لو راعك القبر وظلماؤهُ # ما راقك البيت ولا البهو
9,خلّ هذا واذْكر منازلَ قصرٍ # قاسميّ قد قسم السعد نزله
10,إِذا ذَكَرَتها النَفسُ ماتَت صَبابَةً # لَها زَفرَةٌ قَتّالَةٌ وَشَهيقُ
7,وَبَدَرتُ القَولَ أَن حَيَّيتُها # ثُمَّ أَنشَأتُ أُفَدّي وَأُهَنّ
9,لَم تُشارِك فيها العُيونُ وَلَم تَش # رَب عَلى ماءِ وَجهِها الأَيّامُ
13,وَاِستَجلِ بَدراً في حِماها لَم يَزَل # عَن اِكتِمالِ حُسنِهِ مُنذُ اِكتَمَل
11,تَشيمُ يَمينَهُ لاماً لِمالٍ # رَأَتهُ العَينُ في الصَفَحاتِ ماءَ
9,هَمُّها الأَعوَرُ الهِجانُ مُبا # ري الريحِ لِلشَرمَحِيَّةِ الأَزوالِ
8,كأنَّه بضمير الركض مجلودُ # في جحفل كأتيِّ الطود ذي لجبٍ
2,فَأَوَّبَهُ اللَيلُ شَطرَ العِضاهِ # يَخافُ جَهاماً وَصُرّادَها
8,القَومُ هُم واصِلوا الأَرحامِ دَهرَهُمُ # وَبَينَ أَموالِهِم وَالمُعتَفي نَسَبُ
9,ظَلَّ حَولي قِيانُهُ عازِفاتٍ # مِثلَ أُدمٍ كَوانِسٍ وَعَواطِ
10,تَراءَت لَنا وَهْناً إِزاء خَريدَةٍ # تُسايِرُها كالْبَدْرِ قارَنَ كَوْكَبا
6,افديك تركي لحظ # يسطو عليّ جندي
11,عَلاقَةَ عاشِقٍ وَمِطالَ شَوقٍ # وَلَم يَعلَقكُمُ رَجُلٌ سَعيدُ
8,وشاقَها دونَه سَلْعٌ وعُفانُ # ثمَّ انبرتْ تتهادى في أزمَّتِها
4,موارد الجود منك صافية # وهي لدى الخلق رنقة كدرَه
8,وجوهرية حلمٍ رائع الأثر # فجاء حيث سيوف الهند نابيةٌ
8,علماً بأنَّ نظيري غيرُ موجودِ # كيف الإجادةُ في نظمٍ وقافيةٍ
7,حسبوا أني منهم مثلما # صحَّف القوم رجيماً برحيم
1,طابا وطالا والأُصولُ إِذا زكَتْ # أَبْصَرْتَ فيها الفَرْعَ طابَ وطَالا
9,تركتنا وخلفت ليلَ شكٍّ # أبديٍّ والظلمةَ الخرساءَ
2,تَكادُ إِذا ما عَطَفنا بِهِ # نَّ أَن يَنثَنينَ وَما يَنثَنينا
10,أَعارَتهُ أَنفاسُ الصَبا بِكِ صَبوَةً # لَها بَينَ جَنبَيهِ سَعيرٌ مُضَرَّمُ
0,وَجَبرُ كِسرى ضَمُّ فَتحٍ بِهِ # قابِلني في وُفقِها الحِبُّ
9,عَينُ جودي فَإِنَّ ذاكَ شِفائي # لا تَمَلّي مِن زَفرَةٍ وَبُكاءِ
7,أَيُّها الظافِرُ أَبشِر بِالظَفَر # وَاِجتَلِ التَأييدَ في أَبهى الصوَّر
7,وَجُيوشٌ بِجُيوشٍ تَلتَقي # كَسُيولٍ دَفَقَت في مُنحَدَر
1,ذقت الحمام كما أذقت ولستما # سيين لولا العدل في الأحكام
7,سكر الدهر فقل لي كيف أَصحو # والندى يبخل والجود يشح
10,وَعايَنتَ قَبلَ المَوتِ لَحمَكَ مُشرَحاً # عَلى حَرِّ جَمرِ النارِ يُشوى وَيُطبَخُ
10,وَسائِل نُمَيراً يَومَ سارَ إِلَيهِمُ # أَلَم يوقِنوا بِالمَوتِ لَمّا تَنَمَّرا
8,شمس الضحى فضياء اليوم موجود # من نور أبلج لا في عوده خَورٌ
5,لَقِحَتْ حَرْبُهُمُ عَن حِيَالٍ # أنِسُوا إلْحَاقَهُم باللقَاح
11,نَبَيتُ لَهُنَّ أَبياتاً صِلاباً # كَأَسرِ الوَسقِ قُعِّصَ بِالشَظاظِ
9,وعذارٌ أظنُّه وهو خافٍ # حولَ خدَّيك زئبرَ الدِّيباج
9,كُلَّ يَومٍ لَنا عِتابٌ جَديدُ # وَهَوانا عَلى العِتابِ يَزيدُ
0,تَنَاسبتْ شخصا وخبْرا فما # للذمّ والعيب إليها طريق
0,فَإِن أَبَيتُم فَاِركَبوها بِما # فيها مِنَ الفِتنَةِ ذاتِ البُروق
13,ساخرة يبعد منها باطن # وإن دنت من سامع في الظاهر
2,وَلا فَضلَ فينا وَلَكِنَّها # حُظوظٌ مِنَ الفَلَكِ الصاقِلِ
2,وَتُمزَجُ بِالعَذبِ عَذبِ الفُرا # تِ زَعزَعَه الريحُ بَعدَ المَطَر
0,تَستأسِرُ العِقبانَ في جَوّها # وتُنزِلُ الأعصَمَ من فِنْدِهِ
11,فَمَا مَدَّتْ إلَيْهَا عَيْنَ وُدٍّ # نَعَمْ مَدَّتْ إِلَيْهَا عَيْنَ نَقْدِ
0,وخدّه المشرق قد صحّ في # عذراه المعوجّ تقويمي
7,قمتَ لله احْتِسابا صادقا # ناهِضا فيه بعِبْءٍ مُتْعِب
10,سِرَاعٌ بِطاءٌ لِلْحَبَاء وفي الحُبَى # فقُل أجْبلٌ شُمٌّ وقُلْ أبحرٌ خُضْرُ
2,إِذا دَفَنَت في الثَرى هالِكاً # تَناسَت عُهوداً لِأَحبابِها
13,فقل لعذَّالي عني إِنَّني # أَنَخْتُ إِبْلِي وحَطَطْتُ رَحْلي
10,فَإِن لَم أَمُت غَمّاً وَهَمّاً وَكُربَةً # يُعاوِدُني بَعدَ الزَفيرِ زَفيرُ
6,وَأَنتَ مِنّي كَروحي # وَأَنتَ مَن أَنتَ عِندي
10,وَأَترُكُ أَن أَبكي عَلَيكَ تَطَيُّراً # وَقَلبِيَ يَبكي وَالجَوانِحُ تَلطِمُ
1,من معشر تغدو السماحة والردى # مما حوت أجفانها وجفانها
13,قل للذي يعذلني في حبِّه # حَقٌ لمن أحبَّه أن يُعذرا
7,غَنِّني كَم لَكَ عِندي مِن يَدٍ # سَرَّتِ الأَشجانَ عَنّي وَالفِكَر
2,فمن حاسديه على أنْ رآك # فشرَّفتَه زمزمٌ والمقام
11,فَإِمّا تُعرِضوا عَنّا اِعتَمَرنا # وَكانَ الفَتحُ وَاِنكَشَفَ الغِطاءُ
2,وَلَو عَوَّضوا عَنبَراً عَن بُراً # وَبُدَّلَ يَوماً حَصاهُم بِدُرّ
9,حومةُ الموتِ استصرخت # مصطفى الثاني فأبلى بها أجلَّ البلاءِ
0,يُراوَحُ المِسْكُ على شَرْبها # من بين مُسْتافٍ ورَثَّامِ
9,قَد مَنَحتُ الرُقادَ عَينَ خَلِيٍّ # باتَ خِلواً مِمّا يُجِنُّ ضَميري
13,عَدولُ قَومي شاهَدونَ مَشهَدي # إِن غابَ عَنهُ الفاسِقونَ لا ضَرَر
8,فاللَه يحسن مثواه ويرحمه # ويرضى عنه ويغفر سائر الزلل
9,أَوْ لِمَنْ وُدُّهُ وَأَنْتَ عَلِيمٌ # أَنْ يَذُوبَ الْفُؤَادُ مِنِّي بِمَلْثِهْ
10,سَمتْ لأسَاطِيلِ النّصارَى فقُهْقِروا # لِتَصْويبِها مسْتيقِنين بِها القَهْرا
7,أفضلُ الأمَّةِ نجلُ الأفضلِ # ملكٌ عمَّ الورى بالمننِ
11,فَلا تَعتَدَّ كُلَّ النَظمِ شِعراً # فَتَحسَبَ كُلَّ سَودا مِنهُ تَمرَه
4,لِيَهْنِكَ النَّصْرُ يا غَرَامُ فَكَمْ # لِوَاءِ قَلْبٍ عَلَيْكَ خَفَّاقِ
2,فَقالَ بَلى لَم أَزَل غائِباً # وَلَكِن قَدِمتُ مَعَ المُطَّلِب
10,يُنادينَهُ وَالعيسُ تُزجى كَأَنَّها # عَلى شُرُفاتِ الرومِ نَخلٌ مُواقِرُ
9,وَصُروفُ الأَيّامِ فَرَّقنَ ما يَج # بي الفَتى في حِياضِهِ وَجَبينا
0,قفْ ساعةً يحظُ بتوديِعهم # صبٌّ من التفريقِ لا يهجعُ
11,كَأَخنَسَ ناشِطٍ جادَت عَلَيهِ # بِبُرقَةِ واحِفٍ إِحدى اللَيالي
10,تَدارَكتُما الأَحلافَ قَد ثُلَّ عَرشُها # وَذُبيانَ قَد زَلَّت بِأَقدامِها النَعلُ
7,فإذا عدت فللنجوى أعود # ثم أمضي بعد ما أفرغ كأسي
7,للكُماةِ الصِّيدِ والكُومِ ضُحىً # ودُجىً إِن عَنَّ مَحْلٌ وَوهَلْ
0,لعلَّ الدارَ أن تدنو نواها # ويورِقَ بعدَ طولِ اليُبْسِ عُودي
4,يُكتَبُ في نِصفِهِ القُرانُ وَلا # يَخلو مِنَ الدورِ وَالغِنا نصفُه
8,لو هز جذعا جنى منه بحيث جنى # لِلّه أقبل لا ذنباً ولا حذرا
7,كَيِفَ لا تُعْنَى أياديهِ بِنَا # وَهوَ أعْلَى النّاسِ عَيْناً ويَدا
4,تِلكَ بِلادُ النَباتِ ما سُقِيَت # وَالغَيمُ فَوقَ الرِمالِ سَجّامُ
13,قَد يَتَمَت بِنتي وَآمَت كَنَّتي # وَشُعِّثَت بَعدَ الرِهانِ جُمَّتي
1,للّهِ إِفريزٌ كروضةِ خُرَّمٍ # حُفَّتْ بورْدٍ مُعْلَمٍ ببهارِ
11,وَهَل يَعرى ضُحاها أَو دُجاها # مِنَ النُورَينِ مِن شَمسٍ وَبَدرِ
6,رَمى بِهِنَّ بُغاةٌ # أَصَبنَني فَتَوَيتُ
1,فالفقر بي حاشاك اودى بالحشا # قسما وقد اعيا الطبيب علاجي
10,وَعَذَّبتُموني بِالجَفاءِ وَإِنَّني # لَراضٍ بِما تَرضَون لي وَهُوَ الغَبَن
7,هطل الغيث لها من فضة # فهي في قنواتها من ذهَب
10,بَلى إِنَّهُ قَد كانَ لِلعَينِ قُرَّةً # وَلِلصَحبِ وَالرُكبانِ مَنزِلَةً حَمدا
9,يَومَ صَومٍ مِن الظَهيرَةِ أَو يَو # مَ حَرورٍ يُلَوِّحُ اليَعفورا
2,وَلَستُ كَموسى أَهابُ الحِمامَ # وَلَكِن أَوَدُّ لِقاءَ المَلَك
11,إِذا الرَوحُ اللَطيفَةُ زايَلَتني # فَلا هَطَلَت عَلى الرِمَمِ العِهادُ
2,وَيَومَ حُنَينٍ تَداعَيتُمُ # وَقَد أَبدَتِ الحَربُ عَن نابِها
2,وَقَد كُنتُ أَشهَدُ عَينَ الحُروبِ # وَيَحمَرُّ في كَفِّيَ المُنضُلُ
12,بلَيْلِ الجَدْبِ مِطْعامٌ # ويوم الحَرْبِ مِطْعانُ
13,ما ماتَ حَتّى اِنتُهِبَت وَهوَ يَرى # وَبَلَغوا في هَدمِها إِلى الثَرى
0,لا زلت بالاقبال والسعد في # حسن اختتام في الهنا وافتتاح
8,نلت المراد ولا خوف يعديني # لئن نقعت الصدى منكم بمغفرة
1,لو أن كفك فاض فيه سماحها # أو جاد فيه غمامها لم تخجل
7,وَبَنانٍ مُبدِعاتٍ صَوَّرَت # أَوجُهَ العُذرِ لِعُبّادِ الصَنَم
9,بَلَّغّ اللهُ مَا قَصَدْنَا وَوَقَا # نَا وَأَصْحَابَنَا ضُرُوبَ الْبَاسِ
4,أَو تَصدُرِ الخَيلُ وَهيَ حامِلَةٌ # تَحتَ صُواها جَماجِمٌ جُفُفُ
7,جَرِّدوها شُزَّباً سابِقةً # تمْلأ الأرضَ سِلاحاً وجُننْ
8,أعمى فإني عما قُلتَ أطرُوشُ # واخجلةَ العُربِ إن كانتَ عمائمَهُم
7,أبَداً لا تَتَعَدّى قَرْعَهُ # زُمَرٌ لِلْفَتْحِ تَتْلو زُمَرا
8,بكم مخافة يغويني ويرديني # فأنت أعلم بي مني ولا خفت
13,فَلَيتَ شِعري كانَ ذا عَن حَسَدِ # أَم بُخلِهِ بلَّغهم إِلى القَلى
10,فَعاشَ كَما عِشنا فَأَصبَحَ نامِياً # وَلَيسَ وَإِن مِتنا بِمُنقَصِفِ العَهدِ
11,قبضت من الكمال نداك صفواً # بريئاً من سؤال أو مطال
10,تَناصَرَتِ الأَحياءُ مِن كُلِّ وِجهَةٍ # وَلَيسَ لَهُ إِلّا مِنَ اللَهِ ناصِرُ
1,أَرسى بِهِ في اللَهِ طَودُ سَكينَةٍ # وَعَدالَةٍ وَاِمتَدَّ حَبلُ رَجاءِ
13,وقل له يا طلعة البشير # وافت عقيب طلعة النذير
8,يجلو الخطوب إذا اشتدَّت غياهبها # بواضِحَيْنِ سَنى رأيٍ وبَسَّام
1,بعرَنْدَسٍ كالطودِ خَلْقاً لم يزلْ # وقفاً على الإتهامِ والإنجادِ
8,غداة وافى إِليه وهو سالقه # فقال حرمته عندي كحرمتكم
7,فَلَهُ هَيبَةُ مَن لا يُتَرَجّى # وَلَهُ جودُ مُرَجّىً لا يُهابُ
0,سَيراً إِلى المَوتِ وَعَفواً إِذا # مِتُّ فَفي الآخِرَةِ المَوكِنُ
1,للحبِّ حَبةُ قلبِهِ فكأنّه # من ذاتِها وكأنها من ذاتِهِ
13,إِن لا أَكُن بِالحادِثاتِ ذا يَدِ # إِنّي عَنِ الصَديقِ جَدُّ ذائِدِ
1,وله العصا من وقتها قد اثمرت # رطبا تساقطه جني الموقع
13,وَكانَ يَستَشيرُ في المَصائِبِ # وَهُوَ أَخو الرَأي السَديد الصائِبِ
4,قالَ فَما الخَمرُ في مَخادِعِهِم # فَقُلتُ في كَهفِهِم رَقيمُهُمُ
0,أَما تَرى في خَدِّها حَيَّةً # وَعَقرَباً بَشَّرَتا بِالعَجيب
9,شرّفِ الوجهَ في تُرابِ زَرودِ # حيثُ لَيلى فثمّ مَهوى السّجودِ
8,لم تُلقِ يوماً إلى غيري لها بيدٍ # لما رأتْهُ بماً لا تشتهي قَمنَا
1,وارى قباب قبا بدت واقول يا # عيني هاتيك الحدائق فارتعي
13,وَسارَ نَحوَ الهَمشَرِيِّ في عَجَل # وَالناسُ مِمّا سَيَكونُ في وَجَل
2,فَلا تَمدَحاني يَمينَ الثَناءِ # فَأَحسَنُ مِن ذاكَ أَن تَهجُواني
2,عَواني قَضاءٌ دُوينَ المُرادِ # وَما بِكرُ شَأنِكَ مِثلُ العَوانِ
9,لِمَنِ الدارُ أَوحَشَت بِمَغانِ # بَينَ أَعلى اليَرموكِ فَالخَمّانِ
11,وَتَلقاهُ عَلى ما كانَ فيهِ # مِنَ الهَفَواتِ أَو نوكِ الفُؤادِ
13,وَكانَ في أَولِها لِلطالب # عَلى قَنا المَنصور عِزُّ الغالِبِ
2,ونفرح بالمال والمال فان # ونهتز للمقبل الدنيوي
10,عَلَيكِ سَلامٌ لا سَلامَ مُوَدِّعٍ # وَأَنتِ مِنى نَفسي وَأَنتِ سُرورُها
9,كُلُّ بَيْتٍ للْهَدْمِ ما تَبْتَني الوَرْ # قاءُ والسّيّدُ الرّفيعُ العِمادِ
1,وَرَفَلتُ في خُلَعٍ عَلَيَّ مِن الدُجى # عُقِدَت لَها مِن أَنجُمٍ أَزرارُ
11,نَجرُر فيهِ أَذيال التَصابي # وَنَنشُق عرفهُ مِن طيب ندك
5,أُمُّ شِبلٍ فَوقَها لِبَدٌ # ظُفرُها مِن قَتلِنا وَرِسُ
13,حَربٌ بِأسبَابِ الرَّدَى تَأَجَّجُ # يَهلِكُ فِيهَا البَطَلُ المُدَجَّجُ
2,وَما البَغيُ إِلاَّ عَلى أَهلِهِ # وَما الناسُ إِلاَّ كهذي الشَجَر
8,كَما ذا يُعاند آمالي وَيَعكسها # بِفعلِهِ فَلَكٌ قَد جالَ رامحهُ
9,ساهم يلمح السحائب في الأفـ # ـقِ بعين عميقة الأغوارِ
13,بِكُلِّ نابٍ ذَرِبٍ مُحَدَّدِ # عَلى حِفافَي حَنَكٍ كَالمِبرَدِ
8,هَذي البِداياتُ قَد نِلتَ السَماءَ بِها # فَما يَظُنُّ العِدى هَذي النِهاياتِ
10,مُبتَلَّةٌ هَيفاءُ مَهضومَةُ الحَشا # مُوَرَّدَةُ الخَدَّينِ واضِحَةُ الثَغرِ
10,تَفَكَّر فَما تَدري لَعَلَّكَ تُبتَلى # بِما بي وَيَصحو عَنكَ قَلبي وَيَصبِرُ
0,يا زَهْرَةَ الآدابِ مِنْ لُطْفِهِ # وَجْدِي فيكَ المَثَلُ السَّائِرُ
10,مَعَاهِدُ أَهْوَى أَنْ تَكُرَّ عُهُودُها # وأَنَّى وَقَدْ شَطَّ المَزَارُ بِمَنْ أَهوَى
1,يهتزُّ كالغصْن الرطيب إِذا مشى # والقضب أحسن ما تكون موائِسَا
11,لَوْ الفَتْحُ بنُ خَاقانٍ رآهُ # لِقُلِّدَ مِن مَحَاسنهِ القَلائِدْ
7,فاعلاً ما لم يقُلْ مِنْ كَرَمٍ # غيرَ مَنَّانِ وانْ قالَ فَعَلْ
0,أرْوَعُ لا يعرفُ غيرَ العُلى # وجْهٌ حَييٌّ وحُسامٌ وقاحْ
11,لَهِنَّكَ حَاكِمُ الأُدَبَاءِ طُرًّا # شَرَائِعُهُمْ بَدَا لَكَ مُنْتَهَاهَا
2,وَيُورِقُ لِلْوَصْلِ عُودْ # ذَوَى بِعَقِيمِ الصُّدُودْ
7,يتمشى السقم في قلب الأجل # وأراني لك ما وفّيتُ دَيني
2,وأين الذي صرحه روحت # به الريح شهراً وشهراً تغادي
8,أعُبُّهُ تارةً عبّاً وأرتشفُ # وما جزعتُ لخطبٍ عاثَ في شرفي
1,كلفي بغرته الذي ألجاني # لتخضعي وهو المسيء الجاني
4,ظُفْر تُرى ما أراه أم نابُ # أم تلك للدهر فيَّ أوصابُ
0,ناظِرُهُ يُظهِرُ لي قُدرَةً # وَطَرفُهُ يَرمُقُني بِاِنكِسار
9,يطلع الفجر مرهقاً شاحب النور # عليه الكلال والإعياء
4,وَاللَهِ لَولا رِضى الخَليفَةِ ما # أَعطَيتُ ضَيماً عَلَيَّ في شَجَنِ
